name,age,evaluation,venue,race_name,heads,horsenumber,popularity,horseman,distance,course_status,horse_weight,horse_weight_ratio,winning_percentage,order
アドマイヤランディ,7,2.75,4京都7,菊花賞(G1),18,11,18,藤岡康太,3000,良,512,+4,0.34375,0
アドマイヤリリーフ,9,3.00,5東京5,東京スポーツ杯2歳S(G3),15,11,11,ベリー,1800,不,458,0,0.25,0
アドマイヤリリーフ,9,3.00,4新潟8,新潟2歳S(G3),18,6,6,田辺裕信,1600,良,458,0,0.25,0
アドマイヤリード,5,3.75,1東京4,東京新聞杯(G3),16,1,6,藤岡康太,1600,良,428,0,0.529411764706,0
アドマイヤリード,5,3.75,4東京4,アイルランド府中牝馬(G2),14,7,2,戸崎圭太,1800,稍,428,+4,0.529411764706,1
アドマイヤリード,5,3.75,1札幌2,クイーンS(G3),13,12,1,ルメール,1800,良,424,+2,0.529411764706,0
アドマイヤリード,5,3.75,2東京8,ヴィクトリアマイル(G1),17,5,6,ルメール,1600,稍,422,-4,0.529411764706,1
アドマイヤリード,5,3.75,2阪神5,サンスポ杯阪神牝馬S(G2),16,16,3,ルメール,1600,重,426,-4,0.529411764706,1
アドマイヤリード,5,3.75,4阪神4,関西TVローズS(G2),15,13,5,ルメール,1800,重,424,+20,0.529411764706,0
アドマイヤリード,5,3.75,2東京10,優駿牝馬(G1),18,6,9,岩田康誠,2400,良,404,-8,0.529411764706,0
アドマイヤリード,5,3.75,2阪神6,桜花賞(G1),18,17,13,藤岡康太,1600,良,412,0,0.529411764706,0
アドマイヤリード,5,3.75,1阪神3,チューリップ賞(G3),16,4,11,菱田裕二,1600,良,412,+14,0.529411764706,0
アドマイヤリード,5,3.75,5阪神4,阪神ジュベナイルF(G1),18,1,6,菱田裕二,1600,良,398,-6,0.529411764706,0
アドマイヤリード,5,3.75,5京都1,KBSファンタジーS(G3),12,4,3,川田将雅,1400,良,404,+6,0.529411764706,0
アドマイヤローザ,4,3.70,2東京2,サンスポ賞フローラS(G2),18,9,4,岩田康誠,2000,良,458,-2,0.454545454545,0
アドミラブル,4,4.21,2東京12,東京優駿(G1),18,18,1,Ｍ．デム,2400,良,514,+4,0.8,1
アドミラブル,4,4.21,2東京3,テレビ東京杯青葉賞(G2),12,10,1,Ｍ．デム,2400,良,510,-4,0.8,1
アトムアストレア,3,0.00,1東京6,デイリー杯クイーンC(G3),16,3,16,横山典弘,1600,良,460,+2,0.5,0
アピールバイオ,4,2.50,4東京8,アルテミスS(G3),18,10,6,内田博幸,1600,良,446,+4,0.416666666667,0
アピールバイオ,4,2.50,2新潟10,新潟2歳S(G3),15,8,8,木幡巧也,1600,良,442,+4,0.416666666667,0
アフェクシオン,6,2.17,2中山7,フラワーC(G3),16,6,11,柴田大知,1800,良,426,-4,0.0909090909091,0
アフェクトダンサー,29,0.00,5中山7,テレビ東京3歳牝馬S(G3),12,9,3,鹿戸雄一,1200,良,452,+2,0.625,0
アフターミー,30,0.00,3東京4,東京優駿(G1),20,6,18,蓑田早人,2400,良,442,-6,0.357142857143,0
アフターミー,30,0.00,2東京6,NHK杯(G2),16,8,11,柴田政人,2000,良,448,0,0.357142857143,0
アフターミー,30,0.00,3中山8,皐月賞(G1),18,4,8,柴田政人,2000,稍,448,-2,0.357142857143,0
アフターミー,30,0.00,3中山2,フジTVスプリングS(G2),12,9,5,蓑田早人,1800,稍,450,+4,0.357142857143,1
アフリカンハンター,10,0.00,盛岡,クラスターC(G3),14,7,10,関本淳,1200,良,511,-1,0.294117647059,0
アポロケンタッキー,6,3.83,川崎,川崎記念【指定交流】(G1),10,7,4,内田博幸,2100,稍,575,+3,0.625,1
アポロケンタッキー,6,3.83,大井,東京大賞典競走(G1),16,5,6,内田博幸,2000,良,572,+9,0.625,0
アポロケンタッキー,6,3.83,大井,JBCクラシック競走(G1),13,10,2,内田博幸,2000,重,563,0,0.625,0
アポロケンタッキー,6,3.83,船橋,日本テレビ盃(G2),11,11,4,内田博幸,1800,稍,563,-4,0.625,1
アポロケンタッキー,6,3.83,大井,帝王賞競走(G1),16,6,2,内田博幸,2000,重,567,0,0.625,0
アポロケンタッキー,6,3.83,大井,東京大賞典競走(G1),14,11,5,内田博幸,2000,重,565,-1,0.625,1
アポロケンタッキー,6,3.83,4中京2,チャンピオンズC(G1),15,14,7,松若風馬,1800,良,566,+4,0.625,0
アポロケンタッキー,6,3.83,5京都2,みやこS(G3),16,9,4,松若風馬,1800,良,562,+2,0.625,1
アポロケンタッキー,6,3.83,4阪神7,シリウスS(G3),11,9,4,和田竜二,2000,稍,562,+2,0.625,1
アポロナイスジャブ,5,2.25,1中山6,京成杯(G3),15,11,15,吉田豊,2000,良,434,+2,0.307692307692,0
アポロノシンザン,6,2.75,5阪神7,阪神C(G2),18,11,6,津村明秀,1400,良,484,0,0.684210526316,0
アポロノシンザン,6,2.75,2中京3,中スポ賞ファルコンS(G3),18,9,7,勝浦正樹,1400,稍,454,-10,0.684210526316,0
アポロノシンザン,6,2.75,5東京1,京王杯2歳S(G2),12,12,8,柴田善臣,1400,良,456,0,0.684210526316,0
アポロノリュウジン,4,0.00,金沢,MRO金賞[G1ステ,12,12,12,西森将司,1900,良,483,-4,0.483870967742,0
アポロムーン,7,0.00,金沢,読売レディス杯[G1,11,2,11,藤田弘治,1500,良,444,-1,0.193548387097,0
アポロムーン,7,0.00,2新潟10,新潟2歳S(G3),18,7,13,西田雄一,1600,良,430,-4,0.193548387097,0
アポロユッキー,4,2.00,川崎,関東オークス【指定交(G2),13,8,4,戸崎圭太,2100,重,498,+4,0.375,0
アマノガワ,4,0.00,1中山3,フェアリーS(G3),16,14,14,柴田善臣,1600,良,438,+8,0.181818181818,0
アマルフィコースト,3,3.75,5京都1,KBSファンタジーS(G3),13,10,1,浜中俊,1400,良,460,+6,1.0,1
アムールクエスト,9,0.00,3東京7,東京ジャンプS(J.G3),14,5,11,植野貴也,3110,稍,472,+4,0.22,0
アムールクエスト,9,0.00,2新潟9,新潟ジャンプS(J.G3),13,6,7,植野貴也,3250,良,470,-6,0.22,0
アムールクエスト,9,0.00,3東京7,東京ジャンプS(J.G3),14,10,10,植野貴也,3110,稍,476,0,0.22,0
アメイジア,8,0.00,川崎,全日本2歳優駿[指定(G1),14,11,10,今野忠成,1600,良,542,+12,0.114583333333,0
アメリカズカップ,4,3.55,1京都1,スポニチ賞京都金杯(G3),13,4,9,松山弘平,1600,良,458,+2,0.363636363636,0
アメリカズカップ,4,3.55,5京都6,マイルチャンピオンS(G1),18,2,13,松山弘平,1600,稍,456,+4,0.363636363636,0
アメリカズカップ,4,3.55,2東京12,東京優駿(G1),18,2,13,松若風馬,2400,良,448,+2,0.363636363636,0
アメリカズカップ,4,3.55,3中山8,皐月賞(G1),18,12,15,松若風馬,2000,良,446,-4,0.363636363636,0
アメリカズカップ,4,3.55,2京都4,きさらぎ賞(G3),8,7,6,松若風馬,1800,重,450,-12,0.363636363636,1
アメリカズカップ,4,3.55,5阪神6,朝日フューチュリティ(G1),18,16,9,松若風馬,1600,良,462,+2,0.363636363636,0
アメリカンワールド,3,0.00,1東京5,共同通信杯(G3),12,3,5,浜中俊,1800,良,480,+2,0.5,0
アラベスクシーズ,12,0.00,大井,ジャパンダートダービ(G1),13,2,8,宮崎光行,2000,稍,459,-1,0.213836477987,0
アリンナ,4,3.17,2京都7,京都牝馬S(G3),12,6,11,松若風馬,1400,良,428,+20,0.444444444444,0
アリンナ,4,3.17,3中京2,CBC賞(G3),18,10,7,高倉稜,1200,良,408,-4,0.444444444444,0
アリンナ,4,3.17,5阪神4,阪神ジュベナイルF(G1),18,12,8,田辺裕信,1600,良,420,-2,0.444444444444,0
アルアイン,4,4.14,2京都6,京都記念(G2),10,10,3,川田将雅,2200,重,522,+2,0.666666666667,1
アルアイン,4,4.14,4京都7,菊花賞(G1),18,16,2,ルメール,3000,不,520,-6,0.666666666667,0
アルアイン,4,4.14,4中山5,朝日セントライト記念(G2),15,7,1,ルメール,2200,良,526,+10,0.666666666667,1
アルアイン,4,4.14,2東京12,東京優駿(G1),18,7,4,松山弘平,2400,良,516,-2,0.666666666667,0
アルアイン,4,4.14,3中山8,皐月賞(G1),18,11,9,松山弘平,2000,良,518,-2,0.666666666667,1
アルアイン,4,4.14,2阪神1,毎日杯(G3),8,3,2,松山弘平,1800,良,520,+6,0.666666666667,1
アルアイン,4,4.14,1京都3,日刊スポシンザン記念(G3),15,7,2,シュミノ,1600,重,514,-4,0.666666666667,0
アルカサル,5,3.77,2東京3,テレビ東京杯青葉賞(G2),13,9,6,田辺裕信,2400,良,522,0,0.454545454545,0
アルカナ,8,0.00,金沢,読売レディス杯[G1,12,6,5,川原正一,1500,良,484,-8,0.370967741935,1
アルジャンテ,5,3.75,1中山4,フェアリーS(G3),16,14,5,戸崎圭太,1600,良,450,-4,0.5,0
アルセナーレ,5,2.83,川崎,関東オークス[指定交(G2),14,6,1,大野拓弥,2100,重,503,+1,0.478260869565,1
アルタイル,6,3.00,3中山2,マーチS(G3),16,5,11,田中勝春,1800,稍,488,0,0.454545454545,1
アルタイル,6,3.00,3東京6,ユニコーンS(G3),16,6,3,松岡正海,1600,稍,478,0,0.454545454545,1
アルター,6,3.00,2東京12,目黒記念(G2),18,5,9,柴山雄一,2500,良,502,-8,0.666666666667,0
アルティマブラッド,6,3.63,4阪神2,産経賞セントウルS(G2),14,3,5,藤岡康太,1200,良,476,-4,0.464285714286,0
アルティマブラッド,6,3.63,2小倉8,TV西日本北九州記念(G3),18,7,5,松若風馬,1200,良,480,+6,0.464285714286,0
アルティマブラッド,6,3.63,3中京2,CBC賞(G3),18,12,4,福永祐一,1200,良,474,-2,0.464285714286,0
アルバート,7,3.54,5中山1,ステイヤーズS(G2),10,9,1,ムーア,3600,良,476,0,0.481481481481,1
アルバート,7,3.54,5東京2,アルゼンチン共和国杯(G2),16,11,2,シュタル,2500,良,476,-6,0.481481481481,0
アルバート,7,3.54,4中山7,産経賞オールカマー(G2),17,2,4,石橋脩,2200,良,482,+2,0.481481481481,0
アルバート,7,3.54,3京都4,天皇賞(春)(G1),17,7,6,川田将雅,3200,良,480,+2,0.481481481481,0
アルバート,7,3.54,1東京7,ダイヤモンドS(G3),15,12,1,ムーア,3400,良,478,+6,0.481481481481,1
アルバート,7,3.54,5中山9,有馬記念(G1),16,15,10,戸崎圭太,2500,良,472,0,0.481481481481,0
アルバート,7,3.54,5中山1,ステイヤーズS(G2),13,3,1,ムーア,3600,良,472,-2,0.481481481481,1
アルバート,7,3.54,5東京2,アルゼンチン共和国杯(G2),15,5,4,戸崎圭太,2500,良,474,+12,0.481481481481,1
アルバート,7,3.54,3京都4,天皇賞(春)(G1),18,10,6,ルメール,3200,良,462,-2,0.481481481481,0
アルバート,7,3.54,3中山1,日経賞(G2),9,7,3,ルメール,2500,良,464,-2,0.481481481481,0
アルバート,7,3.54,5中山8,有馬記念(G1),16,6,7,アッゼニ,2500,良,466,0,0.481481481481,0
アルバート,7,3.54,5中山1,ステイヤーズS(G2),16,2,1,ムーア,3600,良,466,+2,0.481481481481,1
アルバート,7,3.54,1中山7,京成杯(G3),16,2,12,戸崎圭太,2000,良,472,+8,0.481481481481,0
アルバートドック,6,3.70,2新潟12,新潟記念(G3),18,14,1,戸崎圭太,2000,良,480,+4,0.611111111111,1
アルバートドック,6,3.70,2福島4,七夕賞(G3),16,8,3,戸崎圭太,2000,良,476,-4,0.611111111111,1
アルバートドック,6,3.70,3東京4,エプソムC(G3),18,6,5,三浦皇成,1800,良,480,0,0.611111111111,0
アルバートドック,6,3.70,3京都2,読売マイラーズC(G2),15,12,10,幸英明,1600,良,480,+2,0.611111111111,0
アルバートドック,6,3.70,2中京1,中日新聞杯(G3),18,10,7,松若風馬,2000,良,478,-4,0.611111111111,0
アルバートドック,6,3.70,1小倉4,小倉大賞典(G3),16,2,2,川田将雅,1800,良,482,-8,0.611111111111,1
アルバートドック,6,3.70,4京都7,菊花賞(G1),18,9,13,藤岡康太,3000,良,478,+4,0.611111111111,0
アルバートドック,6,3.70,4阪神7,神戸新聞杯(G2),15,7,4,藤岡康太,2400,良,474,+2,0.611111111111,0
アルバートドック,6,3.70,3京都5,京都新聞杯(G2),16,15,6,藤岡康太,2200,良,472,-2,0.611111111111,1
アルバートドック,6,3.70,2阪神1,毎日杯(G3),15,11,6,藤岡康太,1800,良,474,-4,0.611111111111,0
アルマエルナト,7,3.13,2東京6,NHKマイルC(G1),18,13,10,吉田豊,1600,良,466,+2,0.333333333333,0
アルマエルナト,7,3.13,3中山5,ニュージーランドT(G2),15,5,6,藤岡佑介,1600,良,464,+2,0.333333333333,0
アルマエルナト,7,3.13,2中京4,中スポ賞ファルコンS(G3),18,4,11,藤岡佑介,1400,良,462,+2,0.333333333333,1
アルマククナ,5,2.67,2函館6,函館2歳S(G3),16,7,9,勝浦正樹,1200,稍,420,+8,0.1,0
アルマワイオリ,6,3.00,5京都8,京阪杯(G3),16,3,13,アッゼニ,1200,良,488,+6,0.318181818182,0
アルマワイオリ,6,3.00,3京都2,読売マイラーズC(G2),15,8,14,武幸四郎,1600,良,462,-2,0.318181818182,0
アルマワイオリ,6,3.00,3中山4,ダービー卿チャレンジ(G3),16,2,10,勝浦正樹,1600,良,464,0,0.318181818182,0
アルマワイオリ,6,3.00,1東京4,東京新聞杯(G3),14,9,10,勝浦正樹,1600,良,464,-4,0.318181818182,0
アルマワイオリ,6,3.00,5阪神7,阪神C(G2),17,12,11,勝浦正樹,1400,稍,468,+6,0.318181818182,0
アルマワイオリ,6,3.00,5京都6,マイルチャンピオンS(G1),18,6,18,勝浦正樹,1600,良,462,-2,0.318181818182,0
アルマワイオリ,6,3.00,4東京6,富士S(G3),16,10,14,勝浦正樹,1600,良,464,-4,0.318181818182,0
アルマワイオリ,6,3.00,2東京6,NHKマイルC(G1),18,10,6,勝浦正樹,1600,良,468,+2,0.318181818182,0
アルマワイオリ,6,3.00,3中山5,ニュージーランドT(G2),16,12,2,勝浦正樹,1600,稍,466,0,0.318181818182,1
アルマワイオリ,6,3.00,1阪神1,アーリントンC(G3),12,4,5,勝浦正樹,1600,良,466,-4,0.318181818182,1
アルマワイオリ,6,3.00,5阪神6,朝日フューチュリティ(G1),18,6,14,勝浦正樹,1600,稍,470,+2,0.318181818182,1
アルマワイオリ,6,3.00,5京都3,デイリー杯2歳S(G2),9,3,3,勝浦正樹,1600,良,468,+8,0.318181818182,0
アルマワイオリ,6,3.00,2札幌5,札幌2歳S(G3),14,10,10,勝浦正樹,1800,良,464,+2,0.318181818182,0
アルミューテン,4,0.00,1阪神6,フィリーズレビュー(G2),18,8,17,田中学,1400,良,458,-4,0.25,0
アルミューテン,4,0.00,1東京5,デイリー杯クイーンC(G3),16,2,12,勝浦正樹,1600,良,462,-6,0.25,0
アルミューテン,4,0.00,1中山3,フェアリーS(G3),16,12,12,勝浦正樹,1600,良,468,-6,0.25,0
アルモニカ,3,3.56,5京都1,KBSファンタジーS(G3),13,5,6,田辺裕信,1400,良,420,0,0.666666666667,0
アルーシャ,3,2.50,1東京6,デイリー杯クイーンC(G3),16,9,7,ルメール,1600,良,422,-8,1.0,1
アレスバローズ,6,0.00,2京都2,シルクロードS(G3),18,2,2,Ｍ．デム,1200,良,504,+14,0.565217391304,0
アロマベール,6,0.00,川崎,全日本2歳優駿[指定(G1),14,14,13,平瀬城久,1600,稍,434,+2,0.285714285714,0
アロンザモナ,4,2.67,4阪神4,関西TVローズS(G2),18,9,18,幸英明,1800,良,470,+4,0.2,0
アロンザモナ,4,2.67,2東京2,サンスポ賞フローラS(G2),18,13,15,柴田善臣,2000,良,466,+4,0.2,0
アロンザモナ,4,2.67,2阪神6,桜花賞(G1),17,11,16,幸英明,1600,稍,462,-8,0.2,0
アロンザモナ,4,2.67,1阪神3,チューリップ賞(G3),12,5,5,幸英明,1600,良,470,0,0.2,0
アンカー,32,0.00,3中山8,皐月賞(G1),20,10,19,大塚栄三,2000,不,448,-6,0.666666666667,0
アングライフェン,6,3.17,2札幌2,札幌記念(G2),13,11,7,福永祐一,2000,良,478,+6,0.4,0
アングライフェン,6,3.17,2函館4,函館記念(G3),16,6,3,北村友一,2000,重,472,0,0.4,0
アングライフェン,6,3.17,2阪神4,大阪杯(G1),14,2,14,岩田康誠,2000,良,478,0,0.4,0
アングライフェン,6,3.17,2中京1,金鯱賞(G2),16,7,15,藤岡康太,2000,良,478,-2,0.4,0
アングライフェン,6,3.17,2京都6,京都記念(G2),10,8,8,浜中俊,2200,稍,480,+8,0.4,0
アングライフェン,6,3.17,2小倉4,小倉記念(G3),12,4,3,川田将雅,2000,良,472,+4,0.4,0
アングライフェン,6,3.17,1新潟4,新潟大賞典(G3),16,4,7,北村友一,2000,良,464,-8,0.4,0
アングライフェン,6,3.17,2中京1,中日新聞杯(G3),18,6,11,吉田隼人,2000,良,472,+4,0.4,0
アンサンブルライフ,5,2.83,大井,JBCスプリント競走(G1),16,13,13,真島大輔,1200,重,486,+2,0.458333333333,0
アンサンブルライフ,5,2.83,浦和,さきたま杯(G2),12,4,7,真島大輔,1400,良,482,+1,0.458333333333,0
アンサンブルライフ,5,2.83,川崎,全日本2歳優駿[指定(G1),11,5,5,左海誠二,1600,稍,467,-7,0.458333333333,1
アンジュキッス,3,0.00,門別,エーデルワイス賞〔J(G3),16,8,9,吉原寛人,1200,不,428,+2,0.75,0
アンジュシャルマン,4,2.75,2新潟10,新潟2歳S(G3),15,6,10,鮫島克駿,1600,良,486,+6,0.5,0
アンジュデジール,4,3.58,船橋,クイーン賞(G3),9,5,2,横山典弘,1800,良,473,-5,0.666666666667,1
アンジュデジール,4,3.58,大井,JBCレディスクラシ(G1),15,7,2,横山典弘,1800,重,478,-1,0.666666666667,0
アンジュデジール,4,3.58,大井,レディスプレリュード(G2),16,10,3,横山典弘,1800,良,479,+11,0.666666666667,1
アンジュデジール,4,3.58,川崎,スパーキングレディー(G3),12,7,2,横山典弘,1600,稍,468,-2,0.666666666667,1
アンジュデジール,4,3.58,川崎,関東オークス【指定交(G2),13,6,3,横山典弘,2100,重,470,0,0.666666666667,1
アンジュデジール,4,3.58,1阪神6,フィリーズレビュー(G2),18,18,15,鮫島良太,1400,良,474,-2,0.666666666667,0
アンティノウス,4,2.38,3東京6,ユニコーンS(G3),16,7,4,ルメール,1600,良,518,-6,0.375,0
アンデスクイーン,4,3.50,船橋,クイーン賞(G3),9,4,3,吉田隼人,1800,良,480,-2,0.545454545455,0
アントニオピサ,9,3.38,3京都9,平安S(G3),16,16,6,Ｃ．デム,1900,良,492,+2,0.5,0
アントニオピサ,9,3.38,2新潟8,レパードS(G3),15,6,9,吉田豊,1800,良,502,+24,0.5,0
アンドリエッテ,6,3.40,1中京1,愛知杯(G3),18,17,12,鮫島克駿,2000,良,462,-6,0.28,0
アンドリエッテ,6,3.40,2阪神5,サンスポ杯阪神牝馬S(G2),13,4,4,藤岡康太,1600,良,442,+2,0.28,0
アンドリエッテ,6,3.40,4京都5,秋華賞(G1),18,12,7,川田将雅,2000,良,448,-2,0.28,0
アンドリエッテ,6,3.40,4阪神4,関西TVローズS(G2),17,3,4,横山典弘,1800,良,450,+12,0.28,0
アンドリエッテ,6,3.40,2東京10,優駿牝馬(G1),17,13,7,川田将雅,2400,良,438,+6,0.28,0
アンドリエッテ,6,3.40,2阪神6,桜花賞(G1),18,9,4,川田将雅,1600,良,432,-4,0.28,0
アンドリエッテ,6,3.40,1阪神3,チューリップ賞(G3),17,1,7,川田将雅,1600,重,436,+10,0.28,1
アンドリエッテ,6,3.40,1東京5,デイリー杯クイーンC(G3),16,13,10,川田将雅,1600,良,426,-12,0.28,0
アンノートル,4,0.00,2札幌5,札幌2歳S(G3),13,7,8,松岡正海,1800,良,466,0,0.285714285714,0
アンビリーバボー,5,0.00,川崎,全日本2歳優駿[指定(G1),11,1,10,真島大輔,1600,稍,443,+3,0.352941176471,0
アースコネクター,7,3.63,門別,北海道2歳優駿〔Jp(G3),12,1,3,横山典弘,1800,重,490,0,0.387096774194,1
アースゼウス,8,3.90,園田,兵庫ジュニアグランプ(G2),11,9,1,Ｍ．デム,1400,稍,509,+7,0.431818181818,0
アーデルワイゼ,3,3.83,5京都1,KBSファンタジーS(G3),13,11,8,荻野極,1400,良,432,-6,0.75,0
アーバンキッド,5,3.25,2福島2,ラジオNIKKEI賞(G3),16,15,5,福永祐一,1800,良,472,+6,0.470588235294,1
アーバンキッド,5,3.25,2東京6,NHKマイルC(G1),18,3,6,ボウマン,1600,良,466,0,0.470588235294,0
アーバンキッド,5,3.25,2阪神1,毎日杯(G3),10,2,4,石橋脩,1800,良,466,-4,0.470588235294,1
